Date,Product,Gross_Premium,Total_Incl_VAT,City,Payment_Status,Payment_Method,Policy_Start_Date,Policy_Term,Policy_Duration_Days,Policy_End_Date,Customer_ID
2025-09-26,Medical,951.0,1122.18,Miami,Pending,Card,2025-09-26,1Y,365,2026-09-25,CUST1002
2025-07-23,Motor,803.0,947.54,Los Angeles,Paid,Online,2025-07-23,1Y,365,2026-07-22,CUST1003
2025-11-19,Travel,1077.0,1270.86,Dallas,Failed,Card,2025-11-19,1Y,365,2026-11-18,CUST1004
2025-02-16,Medical,1010.0,1191.8,Los Angeles,Failed,Bank Transfer,2025-02-16,1M,30,2025-03-17,CUST1005
2025-12-02,Other,1082.0,1276.76,Miami,Paid,Cash,2025-12-02,6M,180,2026-05-30,CUST1006
2025-11-06,Medical,914.0,1078.52,Dallas,Pending,Card,2025-11-06,1Y,365,2026-11-05,CUST1007
2025-07-03,Travel,1076.0,1269.68,Chicago,Paid,Cash,2025-07-03,1Y,365,2026-07-02,CUST1008
2025-09-24,Medical,705.0,831.9,New York,Failed,Card,2025-09-24,1Y,365,2026-09-23,CUST1009
2025-07-09,Motor,816.0,962.88,Houston,Paid,Card,2025-07-09,1Y,365,2026-07-08,CUST1010
2025-04-08,Medical,700.0,826.0,Boston,Pending,Card,2025-04-08,1Y,365,2026-04-07,CUST1011
2025-10-19,Medical,971.0,1145.78,Boston,Paid,Online,2025-10-19,1Y,365,2026-10-18,CUST1012
2025-03-31,Other,904.0,1066.72,Los Angeles,Paid,Card,2025-03-31,1Y,365,2026-03-30,CUST1013
2025-04-25,Medical,815.0,961.7,Dallas,Paid,Card,2025-04-25,1Y,365,2026-04-24,CUST1014
2025-07-09,Other,822.0,969.96,Los Angeles,Paid,Online,2025-07-09,6M,180,2026-01-04,CUST1015
2025-11-01,Motor,958.0,1130.44,New York,Paid,Card,2025-11-01,1Y,365,2026-10-31,CUST1016
2025-05-20,Medical,772.0,910.96,Miami,Failed,Online,2025-05-20,1Y,365,2026-05-19,CUST1017
2025-06-29,Motor,906.0,1069.08,Houston,Paid,Cash,2025-06-29,1Y,365,2026-06-28,CUST1018
2025-01-16,Medical,946.0,1116.28,Houston,Failed,Bank Transfer,2025-01-16,1Y,365,2026-01-15,CUST1019
2025-02-12,Travel,796.0,939.28,Seattle,Paid,Cash,2025-02-12,1Y,365,2026-02-11,CUST1020
2025-01-21,Medical,791.0,933.38,Los Angeles,Paid,Cash,2025-01-21,1Y,365,2026-01-20,CUST1021
2025-01-27,Other,842.0,993.56,Miami,Pending,Card,2025-01-27,1Y,365,2026-01-26,CUST1022
2025-11-13,Medical,937.0,1105.66,Chicago,Pending,Online,2025-11-13,1Y,365,2026-11-12,CUST1023
2025-11-03,Other,802.0,946.36,New York,Paid,Online,2025-11-03,6M,180,2026-05-01,CUST1024
2025-10-27,Medical,852.0,1005.36,Chicago,Pending,Online,2025-10-27,1Y,365,2026-10-26,CUST1025
2025-01-21,Motor,917.0,1082.06,Boston,Pending,Bank Transfer,2025-01-21,1Y,365,2026-01-20,CUST1026
2025-01-29,Medical,774.0,913.32,Houston,Paid,Bank Transfer,2025-01-29,1Y,365,2026-01-28,CUST1027
2025-04-13,Travel,928.0,1095.04,New York,Refunded,Bank Transfer,2025-04-13,1Y,365,2026-04-12,CUST1028
2025-07-25,Motor,755.0,890.9,Miami,Pending,Card,2025-07-25,1Y,365,2026-07-24,CUST1029
2025-05-02,Other,757.0,893.26,Boston,Paid,Bank Transfer,2025-05-02,6M,180,2025-10-28,CUST1030
2025-06-27,Travel,794.0,936.92,Atlanta,Paid,Bank Transfer,2025-06-27,3M,90,2025-09-24,CUST1031
2025-03-04,Medical,814.0,960.52,Phoenix,Paid,Cash,2025-03-04,1Y,365,2026-03-03,CUST1032
2025-09-24,Travel,711.0,838.98,Chicago,Paid,Card,2025-09-24,1Y,365,2026-09-23,CUST1033
2025-04-25,Motor,1085.0,1280.3,Phoenix,Pending,Bank Transfer,2025-04-25,1Y,365,2026-04-24,CUST1034
2025-01-25,Medical,823.0,971.14,Seattle,Pending,Bank Transfer,2025-01-25,1Y,365,2026-01-24,CUST1035
2025-09-28,Medical,1022.0,1205.96,Seattle,Paid,Card,2025-09-28,1Y,365,2026-09-27,CUST1036
2025-11-25,Other,1061.0,1251.98,Seattle,Paid,Online,2025-11-25,1Y,365,2026-11-24,CUST1037
2025-01-06,Motor,1021.0,1204.78,Houston,Paid,Cash,2025-01-06,1Y,365,2026-01-05,CUST1038
2025-06-08,Motor,1033.0,1218.94,New York,Paid,Card,2025-06-08,1Y,365,2026-06-07,CUST1039
2025-10-29,Other,740.0,873.2,Phoenix,Failed,Card,2025-10-29,1Y,365,2026-10-28,CUST1040
2025-09-15,Medical,849.0,1001.82,New York,Paid,Cash,2025-09-15,1Y,365,2026-09-14,CUST1041
2025-11-08,Motor,999.0,1178.82,New York,Paid,Card,2025-11-08,1Y,365,2026-11-07,CUST1042
2025-06-01,Motor,930.0,1097.4,,Paid,Online,2025-06-01,3M,90,2025-08-29,CUST1043
2025-05-16,Motor,702.0,828.36,Miami,Paid,Card,2025-05-16,1Y,365,2026-05-15,CUST1044
2025-09-16,Other,927.0,1093.86,Seattle,Pending,Card,2025-09-16,1Y,365,2026-09-15,CUST1045
2025-02-25,Medical,1022.0,1205.96,Dallas,Refunded,Card,2025-02-25,6M,180,2025-08-23,CUST1046
2025-03-29,Medical,1032.0,1217.76,Seattle,Paid,Cash,2025-03-29,1Y,365,2026-03-28,CUST1047
2025-08-07,Travel,853.0,1006.54,Dallas,Paid,Online,2025-08-07,1Y,365,2026-08-06,CUST1048
2025-09-01,Travel,794.0,936.92,Miami,Paid,Online,2025-09-01,1Y,365,2026-08-31,CUST1049
2025-02-13,Other,824.0,972.32,New York,Paid,Bank Transfer,2025-02-13,1Y,365,2026-02-12,CUST1050
2025-07-05,Motor,,,Miami,Paid,Online,2025-07-05,1Y,365,2026-07-04,CUST1051
2025-05-13,Motor,838.0,988.84,New York,Paid,Card,2025-05-13,1Y,365,2026-05-12,CUST1052
2025-07-02,Medical,821.0,968.78,New York,Pending,Bank Transfer,2025-07-02,1Y,365,2026-07-01,CUST1053
2025-12-15,Medical,883.0,1041.94,New York,Paid,Online,2025-12-15,1Y,365,2026-12-14,CUST1054
2025-01-28,Motor,716.0,844.88,Seattle,Paid,Card,2025-01-28,1Y,365,2026-01-27,CUST1055
2025-12-29,Travel,810.0,955.8,Dallas,Paid,Online,2025-12-29,3M,90,2026-03-28,CUST1056
2025-06-13,Medical,826.0,974.68,Boston,Pending,Card,2025-06-13,1Y,365,2026-06-12,CUST1057
2025-10-09,Medical,761.0,897.98,Boston,Paid,Card,2025-10-09,1Y,365,2026-10-08,CUST1058
2025-06-04,Motor,1052.0,1241.36,Atlanta,Paid,Bank Transfer,2025-06-04,1Y,365,2026-06-03,CUST1059
2025-04-24,Medical,970.0,1144.6,New York,Pending,Online,2025-04-24,1Y,365,2026-04-23,CUST1060
2025-10-08,Medical,1065.0,1256.7,Atlanta,Paid,Card,2025-10-08,1Y,365,2026-10-07,CUST1061
2025-09-08,Medical,925.0,1091.5,Seattle,Failed,Online,2025-09-08,1Y,365,2026-09-07,CUST1062
2025-02-22,Motor,743.0,876.74,Atlanta,Paid,Card,2025-02-22,1Y,365,2026-02-21,CUST1063
2025-09-14,Other,1062.0,1253.16,New York,Pending,Cash,2025-09-14,1M,30,2025-10-13,CUST1064
2025-10-02,Other,883.0,1041.94,New York,Refunded,Bank Transfer,2025-10-02,1Y,365,2026-10-01,CUST1065
2025-05-22,Motor,974.0,1149.32,Atlanta,Paid,Card,2025-05-22,1M,30,2025-06-20,CUST1066
2025-12-03,Other,852.0,1005.36,New York,Paid,Cash,2025-12-03,1Y,365,2026-12-02,CUST1067
2025-08-22,Motor,898.0,1059.64,Chicago,Paid,Cash,2025-08-22,1Y,365,2026-08-21,CUST1068
2025-05-02,Travel,896.0,1057.28,Houston,Pending,Bank Transfer,2025-05-02,6M,180,2025-10-28,CUST1069
2025-01-04,Motor,814.0,960.52,,Failed,Card,2025-01-04,6M,180,2025-07-02,CUST1070
2025-09-03,Medical,922.0,1087.96,New York,Pending,Card,2025-09-03,1Y,365,2026-09-02,CUST1071
2025-03-18,Motor,994.0,1172.92,Boston,Failed,Online,2025-03-18,1Y,365,2026-03-17,CUST1072
2025-10-03,Medical,708.0,835.44,Atlanta,Paid,Cash,2025-10-03,6M,180,2026-03-31,CUST1073
2025-07-11,Medical,752.0,887.36,Atlanta,Paid,Online,2025-07-11,1Y,365,2026-07-10,CUST1074
2025-06-19,Motor,1037.0,1223.66,Los Angeles,Paid,Cash,2025-06-19,1Y,365,2026-06-18,CUST1075
2025-03-01,Other,928.0,1095.04,Los Angeles,Pending,Online,2025-03-01,1Y,365,2026-02-28,CUST1076
2025-09-16,Motor,1090.0,1286.2,Chicago,Failed,Card,2025-09-16,1Y,365,2026-09-15,CUST1077
2025-03-02,Travel,942.0,1111.56,Houston,Paid,Bank Transfer,2025-03-02,1Y,365,2026-03-01,CUST1078
2025-06-02,Motor,962.0,1135.16,New York,Paid,Cash,2025-06-02,1Y,365,2026-06-01,CUST1079
2025-11-01,Motor,1060.0,1250.8,Dallas,Paid,Card,2025-11-01,1Y,365,2026-10-31,CUST1080
2025-12-02,Motor,964.0,1137.52,Boston,Pending,Card,2025-12-02,1Y,365,2026-12-01,CUST1081
2025-12-27,Travel,832.0,981.76,Houston,Failed,Bank Transfer,2025-12-27,1Y,365,2026-12-26,CUST1082
2025-12-15,Motor,911.0,1074.98,Chicago,Paid,Online,2025-12-15,1Y,365,2026-12-14,CUST1083
2025-07-22,Motor,794.0,936.92,Chicago,Paid,Cash,2025-07-22,1Y,365,2026-07-21,CUST1084
2025-03-14,Travel,834.0,984.12,New York,Paid,Card,2025-03-14,1Y,365,2026-03-13,CUST1085
2025-11-02,Medical,972.0,1146.96,Los Angeles,Paid,Online,2025-11-02,1Y,365,2026-11-01,CUST1086
2025-10-19,Travel,759.0,895.62,Houston,Refunded,Card,2025-10-19,6M,180,2026-04-16,CUST1087
2025-12-27,Travel,969.0,1143.42,Chicago,Paid,Card,2025-12-27,1Y,365,2026-12-26,CUST1088
2025-08-25,Other,934.0,1102.12,Phoenix,Paid,Online,2025-08-25,1Y,365,2026-08-24,CUST1089
2025-02-21,Medical,823.0,971.14,Seattle,Paid,Cash,2025-02-21,1Y,365,2026-02-20,CUST1090
2025-07-03,Travel,718.0,847.24,Los Angeles,Paid,Online,2025-07-03,1Y,365,2026-07-02,CUST1091
2025-06-13,Travel,982.0,1158.76,New York,Refunded,Online,2025-06-13,1Y,365,2026-06-12,CUST1092
2025-11-03,Medical,1030.0,1215.4,New York,Paid,Cash,2025-11-03,1Y,365,2026-11-02,CUST1093
2025-05-23,Motor,992.0,1170.56,New York,Paid,Card,2025-05-23,1Y,365,2026-05-22,CUST1094
2025-04-30,Other,868.0,1024.24,Phoenix,Paid,Card,2025-04-30,1Y,365,2026-04-29,CUST1095
2025-01-30,Motor,962.0,1135.16,Seattle,Refunded,Online,2025-01-30,1Y,365,2026-01-29,CUST1096
2025-11-01,Motor,866.0,1021.88,Atlanta,Refunded,Online,2025-11-01,1Y,365,2026-10-31,CUST1097
2025-10-02,Travel,843.0,994.74,Miami,Paid,Card,2025-10-02,1Y,365,2026-10-01,CUST1098
2025-01-16,Travel,831.0,980.58,Chicago,Paid,Card,2025-01-16,1Y,365,2026-01-15,CUST1099
2025-06-07,Medical,784.0,925.12,New York,Paid,Card,2025-06-07,1Y,365,2026-06-06,CUST1100
2025-06-24,Travel,1088.0,1283.84,Chicago,Paid,Card,2025-06-24,1Y,365,2026-06-23,CUST1101
2025-06-20,Medical,967.0,1141.06,Los Angeles,Paid,Online,2025-06-20,1Y,365,2026-06-19,CUST1102
2025-12-01,Medical,770.0,908.6,Atlanta,Pending,Card,2025-12-01,1Y,365,2026-11-30,CUST1103
2025-02-24,Travel,1046.0,1234.28,Houston,Failed,Card,2025-02-24,1Y,365,2026-02-23,CUST1104
2025-04-22,Medical,760.0,896.8,Los Angeles,Paid,Online,2025-04-22,1Y,365,2026-04-21,CUST1105
2025-03-07,Motor,938.0,1106.84,Los Angeles,Paid,Bank Transfer,2025-03-07,1Y,365,2026-03-06,CUST1106
2025-03-30,Other,766.0,903.88,New York,Paid,Bank Transfer,2025-03-30,1Y,365,2026-03-29,CUST1107
2025-11-27,Medical,844.0,995.92,Atlanta,Paid,Card,2025-11-27,1Y,365,2026-11-26,CUST1108
2025-12-09,Travel,964.0,1137.52,New York,Paid,Card,2025-12-09,1Y,365,2026-12-08,CUST1109
2025-01-17,Motor,1100.0,1298.0,New York,Paid,Card,2025-01-17,1Y,365,2026-01-16,CUST1110
2025-08-19,Medical,1097.0,1294.46,New York,Refunded,Card,2025-08-19,1Y,365,2026-08-18,CUST1111
2025-03-26,Motor,1059.0,1249.62,Seattle,Paid,Card,2025-03-26,3M,90,2025-06-23,CUST1112
2025-03-12,Other,794.0,936.92,Houston,Pending,Card,2025-03-12,1M,30,2025-04-10,CUST1113
2025-04-17,Travel,737.0,869.66,Miami,Paid,Card,2025-04-17,6M,180,2025-10-13,CUST1114
2025-03-12,Travel,1063.0,1254.34,Chicago,Paid,Card,2025-03-12,1Y,365,2026-03-11,CUST1115
2025-06-28,Medical,1070.0,1262.6,New York,Paid,Online,2025-06-28,1Y,365,2026-06-27,CUST1116
2025-12-29,Travel,811.0,956.98,Seattle,Failed,Card,2025-12-29,1Y,365,2026-12-28,CUST1117
2025-08-02,Motor,707.0,834.26,New York,Paid,Card,2025-08-02,6M,180,2026-01-28,CUST1118
2025-09-21,Travel,959.0,1131.62,New York,Paid,Online,2025-09-21,1Y,365,2026-09-20,CUST1119
2025-06-29,Motor,730.0,861.4,Phoenix,Pending,Card,2025-06-29,1Y,365,2026-06-28,CUST1120
2025-01-06,Travel,716.0,844.88,New York,Pending,Bank Transfer,2025-01-06,1Y,365,2026-01-05,CUST1121
2025-01-31,Motor,1075.0,1268.5,,Paid,Online,2025-01-31,6M,180,2025-07-29,CUST1122
2025-04-08,Medical,898.0,1059.64,Seattle,Paid,Bank Transfer,2025-04-08,6M,180,2025-10-04,CUST1123
2025-03-30,Travel,744.0,877.92,Houston,Paid,Card,2025-03-30,1Y,365,2026-03-29,CUST1124
2025-11-02,Medical,962.0,1135.16,Los Angeles,Pending,Cash,2025-11-02,1Y,365,2026-11-01,CUST1125
2025-11-04,Motor,848.0,1000.64,Los Angeles,Paid,Cash,2025-11-04,1Y,365,2026-11-03,CUST1126
2025-11-07,Motor,915.0,1079.7,Dallas,Paid,Card,2025-11-07,6M,180,2026-05-05,CUST1127
2025-08-21,Medical,,,New York,Paid,Card,2025-08-21,1Y,365,2026-08-20,CUST1128
2025-07-22,Motor,795.0,938.1,New York,Paid,Card,2025-07-22,1Y,365,2026-07-21,CUST1129
2025-08-25,Motor,959.0,1131.62,Phoenix,Failed,Online,2025-08-25,1Y,365,2026-08-24,CUST1130
2025-05-29,Medical,1032.0,1217.76,Phoenix,Pending,Card,2025-05-29,6M,180,2025-11-24,CUST1131
2025-09-01,Motor,869.0,1025.42,,Paid,Card,2025-09-01,1Y,365,2026-08-31,CUST1132
2025-10-17,Motor,1089.0,1285.02,Chicago,Failed,Bank Transfer,2025-10-17,1Y,365,2026-10-16,CUST1133
2025-10-05,Travel,879.0,1037.22,New York,Paid,Online,2025-10-05,1Y,365,2026-10-04,CUST1134
2025-08-12,Motor,884.0,1043.12,Houston,Paid,Card,2025-08-12,1Y,365,2026-08-11,CUST1135
2025-01-22,Motor,1054.0,1243.72,Miami,Paid,Card,2025-01-22,1Y,365,2026-01-21,CUST1136
2025-09-21,Motor,955.0,1126.9,New York,Pending,Card,2025-09-21,1Y,365,2026-09-20,CUST1137
2025-05-14,Travel,1048.0,1236.64,Phoenix,Paid,Cash,2025-05-14,1Y,365,2026-05-13,CUST1138
2025-09-28,Medical,1016.0,1198.88,New York,Paid,Bank Transfer,2025-09-28,1Y,365,2026-09-27,CUST1139
2025-07-16,Motor,985.0,1162.3,Seattle,Pending,Online,2025-07-16,6M,180,2026-01-11,CUST1140
2025-11-17,Motor,796.0,939.28,Seattle,Paid,Card,2025-11-17,6M,180,2026-05-15,CUST1141
2025-05-04,Medical,859.0,1013.62,Chicago,Failed,Card,2025-05-04,1Y,365,2026-05-03,CUST1142
2025-12-06,Medical,1046.0,1234.28,Boston,Paid,Card,2025-12-06,1Y,365,2026-12-05,CUST1143
2025-11-04,Travel,947.0,1117.46,Boston,Paid,Card,2025-11-04,1Y,365,2026-11-03,CUST1144
2025-05-01,Medical,812.0,958.16,New York,Paid,Bank Transfer,2025-05-01,6M,180,2025-10-27,CUST1145
2025-06-25,Travel,831.0,980.58,Chicago,Paid,Cash,2025-06-25,1Y,365,2026-06-24,CUST1146
2025-07-13,Other,1011.0,1192.98,Phoenix,Paid,Card,2025-07-13,1Y,365,2026-07-12,CUST1147
2025-10-07,Travel,771.0,909.78,New York,Paid,Cash,2025-10-07,1M,30,2025-11-05,CUST1148
2025-09-08,Motor,744.0,877.92,Chicago,Failed,Card,2025-09-08,1Y,365,2026-09-07,CUST1149
2025-11-07,Travel,,,Los Angeles,Pending,Bank Transfer,2025-11-07,1Y,365,2026-11-06,CUST1150
2025-05-15,Motor,815.0,961.7,Boston,Pending,Card,2025-05-15,1Y,365,2026-05-14,CUST1151
2025-07-03,Travel,1006.0,1187.08,Chicago,Paid,Bank Transfer,2025-07-03,1Y,365,2026-07-02,CUST1152
2025-06-06,Other,913.0,1077.34,Dallas,Paid,Card,2025-06-06,1Y,365,2026-06-05,CUST1153
2025-11-28,Medical,1100.0,1298.0,Chicago,Paid,Online,2025-11-28,1Y,365,2026-11-27,CUST1154
2025-04-22,Travel,910.0,1073.8,New York,Paid,Online,2025-04-22,1Y,365,2026-04-21,CUST1155
2025-08-02,Motor,1047.0,1235.46,Seattle,Pending,Online,2025-08-02,1M,30,2025-08-31,CUST1156
2025-02-13,Medical,1041.0,1228.38,New York,Paid,Online,2025-02-13,1Y,365,2026-02-12,CUST1157
2025-11-06,Motor,785.0,926.3,New York,Paid,Card,2025-11-06,1Y,365,2026-11-05,CUST1158
2025-05-20,Motor,1099.0,1296.82,Chicago,Paid,Bank Transfer,2025-05-20,1Y,365,2026-05-19,CUST1159
2025-05-04,Medical,999.0,1178.82,Miami,Paid,Card,2025-05-04,6M,180,2025-10-30,CUST1160
2025-08-01,Other,742.0,875.56,Los Angeles,Paid,Online,2025-08-01,1Y,365,2026-07-31,CUST1161
2025-07-01,Motor,702.0,828.36,New York,Paid,Card,2025-07-01,1Y,365,2026-06-30,CUST1162
2025-11-05,Motor,808.0,953.44,Los Angeles,Paid,Card,2025-11-05,3M,90,2026-02-02,CUST1163
2025-07-13,Travel,706.0,833.08,Los Angeles,Paid,Cash,2025-07-13,1Y,365,2026-07-12,CUST1164
2025-07-08,Medical,843.0,994.74,New York,Paid,Card,2025-07-08,1Y,365,2026-07-07,CUST1165
2025-02-08,Motor,1099.0,1296.82,Houston,Pending,Cash,2025-02-08,6M,180,2025-08-06,CUST1166
2025-01-08,Medical,892.0,1052.56,New York,Paid,Card,2025-01-08,1Y,365,2026-01-07,CUST1167
2025-05-26,Other,709.0,836.62,Los Angeles,Paid,Cash,2025-05-26,1Y,365,2026-05-25,CUST1168
2025-12-30,Other,898.0,1059.64,Miami,Paid,Online,2025-12-30,1Y,365,2026-12-29,CUST1169
2025-11-30,Motor,787.0,928.66,Dallas,Paid,Bank Transfer,2025-11-30,6M,180,2026-05-28,CUST1170
2025-08-17,Other,1043.0,1230.74,Los Angeles,Failed,Card,2025-08-17,3M,90,2025-11-14,CUST1171
2025-08-18,Motor,736.0,868.48,Los Angeles,Paid,Card,2025-08-18,1Y,365,2026-08-17,CUST1172
2025-05-23,Travel,1008.0,1189.44,Los Angeles,Refunded,Card,2025-05-23,1Y,365,2026-05-22,CUST1173
2025-03-06,Motor,878.0,1036.04,Boston,Pending,Card,2025-03-06,1Y,365,2026-03-05,CUST1174
2025-01-04,Medical,707.0,834.26,New York,Paid,Bank Transfer,2025-01-04,1Y,365,2026-01-03,CUST1175
2025-05-04,Travel,969.0,1143.42,New York,Paid,Card,2025-05-04,1Y,365,2026-05-03,CUST1176
2025-04-26,Other,882.0,1040.76,Chicago,Paid,Card,2025-04-26,1Y,365,2026-04-25,CUST1177
2025-03-11,Other,1009.0,1190.62,New York,Paid,Card,2025-03-11,1Y,365,2026-03-10,CUST1178
2025-04-05,Motor,947.0,1117.46,New York,,Online,2025-04-05,1Y,365,2026-04-04,CUST1179
2025-01-10,Motor,1015.0,1197.7,New York,Paid,Card,2025-01-10,1Y,365,2026-01-09,CUST1180
2025-08-10,Medical,884.0,1043.12,Miami,Paid,Card,2025-08-10,1Y,365,2026-08-09,CUST1181
2025-12-04,Other,703.0,829.54,Phoenix,Paid,Bank Transfer,2025-12-04,1Y,365,2026-12-03,CUST1182
2025-09-09,Motor,752.0,887.36,Miami,Paid,Card,2025-09-09,1Y,365,2026-09-08,CUST1183
2025-06-13,Motor,884.0,1043.12,Dallas,Paid,Online,2025-06-13,1Y,365,2026-06-12,CUST1184
2025-06-02,Travel,859.0,1013.62,Los Angeles,Refunded,Card,2025-06-02,1Y,365,2026-06-01,CUST1185
2025-04-22,Travel,1018.0,1201.24,Atlanta,Paid,Cash,2025-04-22,1Y,365,2026-04-21,CUST1186
2025-02-21,Travel,865.0,1020.7,Dallas,Paid,Bank Transfer,2025-02-21,1Y,365,2026-02-20,CUST1187
2025-08-06,Other,1044.0,1231.92,Seattle,Refunded,Online,2025-08-06,1Y,365,2026-08-05,CUST1188
2025-07-26,Motor,775.0,914.5,Dallas,Paid,Cash,2025-07-26,6M,180,2026-01-21,CUST1189
2025-01-03,Other,854.0,1007.72,Chicago,Paid,Cash,2025-01-03,1Y,365,2026-01-02,CUST1190
2025-06-01,Travel,1003.0,1183.54,,Paid,Card,2025-06-01,1Y,365,2026-05-31,CUST1191
2025-04-12,Medical,749.0,883.82,Chicago,Paid,Bank Transfer,2025-04-12,6M,180,2025-10-08,CUST1192
2025-03-03,Other,828.0,977.04,New York,Failed,Cash,2025-03-03,1Y,365,2026-03-02,CUST1193
2025-09-13,Other,1001.0,1181.18,Houston,Paid,Bank Transfer,2025-09-13,1Y,365,2026-09-12,CUST1194
2025-07-11,Medical,936.0,1104.48,New York,Paid,Bank Transfer,2025-07-11,1Y,365,2026-07-10,CUST1195
2025-08-19,Travel,1012.0,1194.16,New York,Paid,Card,2025-08-19,1Y,365,2026-08-18,CUST1196
2025-09-17,Motor,906.0,1069.08,Atlanta,Paid,Card,2025-09-17,1Y,365,2026-09-16,CUST1197
2025-12-24,Medical,1044.0,1231.92,Miami,Paid,Card,2025-12-24,1Y,365,2026-12-23,CUST1198
2025-10-20,Medical,1051.0,1240.18,Phoenix,Pending,Card,2025-10-20,1Y,365,2026-10-19,CUST1199
2025-08-14,Other,1090.0,1286.2,Los Angeles,Paid,Card,2025-08-14,1Y,365,2026-08-13,CUST1200
2025-11-16,Motor,748.0,882.64,Phoenix,Paid,Card,2025-11-16,1Y,365,2026-11-15,CUST1201
2025-06-23,Medical,937.0,1105.66,Atlanta,Paid,Bank Transfer,2025-06-23,6M,180,2025-12-19,CUST1202
2025-12-25,Travel,745.0,879.1,Miami,Failed,Cash,2025-12-25,1Y,365,2026-12-24,CUST1203
2025-10-05,Other,791.0,933.38,Phoenix,Paid,Bank Transfer,2025-10-05,1Y,365,2026-10-04,CUST1204
2025-08-25,Medical,820.0,967.6,Houston,Paid,Cash,2025-08-25,1Y,365,2026-08-24,CUST1205
2025-11-25,Travel,959.0,1131.62,Los Angeles,Paid,Card,2025-11-25,1Y,365,2026-11-24,CUST1206
2025-07-07,Motor,872.0,1028.96,Miami,Pending,Card,2025-07-07,1M,30,2025-08-05,CUST1207
2025-09-20,Medical,1046.0,1234.28,Boston,Paid,Cash,2025-09-20,1Y,365,2026-09-19,CUST1208
2025-04-14,Motor,819.0,966.42,Chicago,Pending,Online,2025-04-14,1Y,365,2026-04-13,CUST1209
2025-12-17,Medical,947.0,1117.46,Chicago,Paid,Cash,2025-12-17,1Y,365,2026-12-16,CUST1210
2025-08-15,Medical,1006.0,1187.08,Chicago,Failed,Cash,2025-08-15,1Y,365,2026-08-14,CUST1211
2025-10-12,Other,1093.0,1289.74,Chicago,Failed,Cash,2025-10-12,1Y,365,2026-10-11,CUST1212
2025-06-17,Medical,798.0,941.64,Boston,Paid,Cash,2025-06-17,1Y,365,2026-06-16,CUST1213
2025-11-12,Other,994.0,1172.92,Miami,Paid,Cash,2025-11-12,1Y,365,2026-11-11,CUST1214
2025-01-28,Travel,733.0,864.94,Chicago,Paid,Cash,2025-01-28,1Y,365,2026-01-27,CUST1215
2025-02-11,Other,917.0,1082.06,Chicago,Paid,Card,2025-02-11,1Y,365,2026-02-10,CUST1216
2025-07-04,Travel,865.0,1020.7,Chicago,Paid,Card,2025-07-04,6M,180,2025-12-30,CUST1217
2025-09-24,Medical,1084.0,1279.12,New York,Paid,Card,2025-09-24,1Y,365,2026-09-23,CUST1218
2025-10-22,Travel,1010.0,1191.8,Houston,Refunded,Bank Transfer,2025-10-22,1Y,365,2026-10-21,CUST1219
2025-06-10,Medical,1071.0,1263.78,Seattle,Paid,Cash,2025-06-10,3M,90,2025-09-07,CUST1220
2025-08-25,Motor,1041.0,1228.38,Miami,Paid,Card,2025-08-25,1Y,365,2026-08-24,CUST1221
2025-07-21,Motor,864.0,1019.52,New York,Paid,Card,2025-07-21,1Y,365,2026-07-20,CUST1222
2025-12-16,Motor,994.0,1172.92,Dallas,Paid,Cash,2025-12-16,6M,180,2026-06-13,CUST1223
2025-08-27,Other,712.0,840.16,Miami,Paid,Card,2025-08-27,6M,180,2026-02-22,CUST1224
2025-06-01,Travel,923.0,1089.14,Los Angeles,Paid,Online,2025-06-01,1Y,365,2026-05-31,CUST1225
2025-12-20,Motor,718.0,847.24,Miami,Paid,Card,2025-12-20,1Y,365,2026-12-19,CUST1226
2025-02-09,Medical,990.0,1168.2,Phoenix,Refunded,Card,2025-02-09,3M,90,2025-05-09,CUST1227
2025-12-25,Travel,1087.0,1282.66,Seattle,Paid,Card,2025-12-25,1Y,365,2026-12-24,CUST1228
2025-02-26,Medical,973.0,1148.14,New York,Refunded,Card,2025-02-26,1Y,365,2026-02-25,CUST1229
2025-04-15,Motor,1036.0,1222.48,New York,Paid,Card,2025-04-15,1Y,365,2026-04-14,CUST1230
2025-10-27,Other,793.0,935.74,Houston,Paid,Card,2025-10-27,1Y,365,2026-10-26,CUST1231
2025-09-25,Medical,1098.0,1295.64,New York,Paid,Card,2025-09-25,6M,180,2026-03-23,CUST1232
2025-12-20,Travel,920.0,1085.6,Chicago,Paid,Card,2025-12-20,6M,180,2026-06-17,CUST1233
2025-09-30,Other,970.0,1144.6,Dallas,Pending,Cash,2025-09-30,1Y,365,2026-09-29,CUST1234
2025-08-20,Travel,1009.0,1190.62,New York,Paid,Card,2025-08-20,1Y,365,2026-08-19,CUST1235
2025-05-07,Medical,956.0,1128.08,Houston,Paid,Card,2025-05-07,1Y,365,2026-05-06,CUST1236
2025-01-02,Medical,827.0,975.86,Boston,Pending,Card,2025-01-02,1Y,365,2026-01-01,CUST1237
2025-02-15,Medical,945.0,1115.1,Houston,Paid,Online,2025-02-15,1Y,365,2026-02-14,CUST1238
2025-04-19,Medical,962.0,1135.16,Houston,Pending,Cash,2025-04-19,1Y,365,2026-04-18,CUST1239
2025-01-15,Other,1043.0,1230.74,Phoenix,Paid,Online,2025-01-15,1Y,365,2026-01-14,CUST1240
2025-07-04,Travel,893.0,1053.74,New York,Failed,Online,2025-07-04,1Y,365,2026-07-03,CUST1241
